128,555,2008-09-27 01:29:00,"-3 McCain Personal attack, it is hard to reach across the aisle when one is that far to the left. #tweetdebate"
129,765,2008-09-27 01:29:00,-2 McCain for redundancy #tweetdebate
130,232,2008-09-27 01:29:00,@current #current How in this day and age can you deny help to anyone who wants to produce alternative fuel -4 McCain
131,801,2008-09-27 01:30:00,"#tweetdebate How many people know what ""cost-plus"" contracts are? I wouldn't know if I hadn't worked for construction-related clients."
132,269,2008-09-27 01:30:00,McCain -1 for false claims on Obama's voting record. #tweetdebate
133,870,2008-09-27 01:30:00,"#tweetdebate defence contract inefficiency in contracts not the problem, a symptom, warring foreign policy is the REAL problem"
134,648,2008-09-27 01:30:00,"Unfortunately, Obama didn't answer the question of what would he cut...#debate08 #tweetdebate"
135,21,2008-09-27 01:30:00,-3 pts simply because McCain said he's against ethanol subsidies. boo...#tweetdebate
136,1020,2008-09-27 01:30:00,The moderator looked scary just now  #current #tweetdebate
137,1019,2008-09-27 01:30:00,Mccain +3 examine quote ok.. but -1 not answering the question #tweetdebate
138,15,2008-09-27 01:31:00,"-1 Obama for his crazy stuttering. Slow down, think and THEN speak #tweetdebate"
139,80,2008-09-27 01:31:00,McCain -2 for false statement Obama does not have the most liberal record  #tweetdebate
140,696,2008-09-27 01:31:00,McCain -2 for bringing federal prison into every question; is he thinking he's lucky not to be there himself? think Keating #tweetdebate
141,543,2008-09-27 01:31:00,McCain -1 for mischaracterizing a naval program #tweetdebate
142,280,2008-09-27 01:32:00,"#tweetdebate hahahah...""wildly liberal"" is just me opposing bush's wrongheaded policies"
143,405,2008-09-27 01:32:00,Google for government? huh? #tweetdebate
144,208,2008-09-27 01:32:00,-1 Obama not answering question about specific cuts #tweetdebate
145,1017,2008-09-27 01:32:00,"Obama - ""Where's the teleprompter and cue cards!?"" #current #tweetdebate"
146,997,2008-09-27 01:33:00,Obama -1 for evading question on what to cut #tweetdebate
147,250,2008-09-27 01:33:00,Dang tweeting while pausing the Tivo is not the right thing to do #current #debate08 #tweetdebate
148,932,2008-09-27 01:33:00,Where's the foreign policy part of the debate??? :S  #tweetdebate #current
149,148,2008-09-27 01:33:00,McCain -1 for evading question on what to cut #tweetdebate
150,304,2008-09-27 01:33:00,#tweetdebate Using a hatchet when you need a scalpel. #obamashot
151,717,2008-09-27 01:33:00,Obama soundbite: problem with a spending freeze is youre using a hatchet when you need a scalpel #tweetdebate
152,673,2008-09-27 01:33:00,Mccain -1 what? spending freeze ??? unclear at all #tweetdebate
153,748,2008-09-27 01:33:00,Close ups of Obama make him look old  #current #tweetdebate
154,1005,2008-09-27 01:33:00,Obama- I wanna keep spending money--his Early Childhood education is full of crap. #current #tweetdebate
155,368,2008-09-27 01:33:00,-3 mccain #tweetdebate spending freeze for everything but defense -- what about our children? our education? energy independence?
156,745,2008-09-27 01:34:00,"@current Damn, McCain just had to play the terrorist card. #current"
157,111,2008-09-27 01:34:00,more nukes is not the answer #tweetdebate
158,42,2008-09-27 01:34:00,-1 McCain's off topic on counterpoint about spending cuts    #tweetdebate
159,1003,2008-09-27 01:34:00,"McCain really shouldn't think off the cuff, he'll paint himself into a corner very quickly  #tweetdebate #current"
160,474,2008-09-27 01:34:00,Bill pissed  #tweetdebate  he's like 'step up'!
161,646,2008-09-27 01:34:00,McCain -1 for a stunt. Spending freeze is classical BS #tweetdebate
162,107,2008-09-27 01:34:00,-1 mccain for promoting nukes and not talking about storage of spent fuel #tweetdebate
163,622,2008-09-27 01:34:00,What the heck is the line graph at the bottom of CNN's screen? Looks like my pulse! #tweetdebate
164,541,2008-09-27 01:35:00,Yes Obama I want to hear more about your superiority  #current #tweetdebate
165,180,2008-09-27 01:35:00,McCain -2 Nuclear power is limited too dude! By 2050 we are out of Uranium! And your power plant is done in 2030 #tweetdebate
166,956,2008-09-27 01:35:00,Roosevelt again. shit. he needs to throw down  #tweetdebate
167,504,2008-09-27 01:35:00,lehrer constantly rephrasing questions - mccain rambles too much to cover his talking points. -1 mccain #tweetdebate
168,866,2008-09-27 01:35:00,"-1 pt for Jim Leher for asking a stupid question: ""will the economic failure change the way you rule as president?"" uh...YEAH. #tweetdebate"
169,674,2008-09-27 01:36:00,@orbitaldiamonds IKR? Absolutely ridiculous.
170,803,2008-09-27 01:36:00,"#tweetdebate -Google for government-uh, did anyone vote against that?  Voice votes on slam dunk legislation isn't a record of accomplishment"
171,251,2008-09-27 01:36:00,Spending freeze? Really McCain? #tweetdebate
172,487,2008-09-27 01:36:00,#tweetdebate agree with Obama - McCain hatchett job -ive step. We need a scalpel. Granularity of growth argument.
173,974,2008-09-27 01:36:00,"@Condoulo oh boy good point, I doubt I would vote for her milf GMilf etc self anyway."
174,978,2008-09-27 01:36:00,McCain -3 for total nonsense #tweetdebate
175,798,2008-09-27 01:36:00,Obama - spending on healthcare--he couldn't admit that this spending must stop!   #current #tweetdebate
176,857,2008-09-27 01:36:00,-1 McCain for not having a clue how many people can't afford a doctor at all #tweetdebate
177,122,2008-09-27 01:36:00,McCain -1 for evading question on what to cut #tweetdebate
178,15,2008-09-27 01:36:00,both -2 for saying the same thing over and over again. I know it's because people won't get it otherwise. People -3 ??? #tweetdebate
179,253,2008-09-27 01:37:00,"#current #tweetdebate people without healthcare don't have those decisions to make, McCain."
180,662,2008-09-27 01:37:00,-1 mccain for promoting nukes and not talking about storage of spent fuel #tweetdebate
181,780,2008-09-27 01:37:00,"Cut spending, Cut spending Cut spending Cut spending Cut spending :S  #tweetdebate #current"
182,515,2008-09-27 01:37:00,"#tweetdebate McCain -2 broken record ""cut spending"". Big ""duh""..."
183,387,2008-09-27 01:37:00,@usermac if McCain is a cool beverage it's a plastic tumbler of prune juice.  So unpleasant and cramp inducing.
184,441,2008-09-27 01:37:00,"#tweetdebate we can handle banks over to the federal government, but not healthcare?"
185,956,2008-09-27 01:37:00,@current #current Spending got out of control under REPUBLICAN presidency.
186,956,2008-09-27 01:37:00,"#tweetdebate - McCain calls for all energy alternatives, including Nuclear!  McCain also says Climate Change.  Boo."
187,77,2008-09-27 01:37:00,I think Obama miscalculated with not supporting a safe nuclear power program. #tweetdebate
188,441,2008-09-27 01:38:00,McCain -3 for another complete mischaracterization of reality (debt to china is utterly irrelevant) #tweetdebate
189,965,2008-09-27 01:38:00,"@theebayk1d No..... we will end up with a conservative who supports drilling here in the US as we go to alternatives, second ammendment, etc"
190,30,2008-09-27 01:38:00,McCain -3 for making a false statement about Obama's health care plan #tweetdebate
191,522,2008-09-27 01:38:00,@SistersTalk The fear climate descended with Bush got the West Wing keys. #current #tweetdebate #debate08
192,629,2008-09-27 01:38:00,"Obama -3 for getting ""Jim"" err ""John's"" name wrong, and not addressing him as ""senator"" lack of respect #tweetdebate"
193,662,2008-09-27 01:38:00,"""This orgy of spending....and you voted for his budgets"" #tweetdebate"
194,615,2008-09-27 01:38:00,More pissing on spending... #current #tweetdebate
195,100,2008-09-27 01:38:00,"#tweetdebate Sen O: YOU voted for Bush' budgets. Stand here and say that when it hasn't happened over last 8 hears, it's hard to swallow."
196,192,2008-09-27 01:38:00,probably...eventually.... c'mon McCain grow a pair #tweetdebate
197,727,2008-09-27 01:38:00,Obama - you voted for all of the budgets that have fuelled this orgy of spending. #tweetdebate
198,107,2008-09-27 01:38:00,He was voted Miss Bitch  #tweetdebate
199,602,2008-09-27 01:38:00,McCain rehearsed soundbite: I have not been voted Ms Congeniality #tweetdebate
200,110,2008-09-27 01:38:00,"I guess McCain only spends money on shoes, make up and houses  #tweetdebate"
201,63,2008-09-27 01:38:00,#tweetdebate Over-used phrase of the night: Miss Congeniality. Wonder how that plays overseas?
202,757,2008-09-27 01:38:00,"#tweetdebate soooo tired of hearing ""i have not been electd miss congeniality."
203,297,2008-09-27 01:39:00,McCain -1 for reuse of Miss Congeniality reference #tweetdebate
204,283,2008-09-27 01:39:00,@current #current If McCain would definitely make a very ugly Ms. Congeniality. Its a lousy cliche to keep throwing out though.
205,79,2008-09-27 01:39:00,OHHHH First uppercut of the night!  #tweetdebate #current
206,278,2008-09-27 01:39:00,45 Nuclear Plants?  OMG WTF?!!?!  #tweetdebate
207,799,2008-09-27 01:39:00,-2 McCain for saying Miss Congeniality twice so far. #tweetdebate
208,863,2008-09-27 01:40:00,#tweetdebate McPain: I'm proud to say I've got a good partner who is a maverick. [that's ONE way to describe someone who's clueless]
209,970,2008-09-27 01:40:00,McCain -2 for saying 'were winning in iraq' i'm pretty sure that's not true #tweetdebate
210,19,2008-09-27 01:40:00,"Not being mr congeniality is a BAD thing.  If your senate won't work with you, other countries won't and we need friends #tweetdebate"
211,292,2008-09-27 01:41:00,McCain -2 for not answering the question #tweetdebate
212,319,2008-09-27 01:41:00,Why does McCain leep talking about Miss Congeniality when that's the title Sarah Palin won? #tweetdebate
213,844,2008-09-27 01:41:00,"Obama has been hammering the afgan point too hard, we get it!  #current, #debate08, #tweetdebate"
214,616,2008-09-27 01:42:00,$10 billion/mo in Iraq and McCain wants to talk about earmarks? #current #tweetdebate #debate08
215,42,2008-09-27 01:43:00,i hate it when obama tries to be all hawky. #current #tweetdebate
216,816,2008-09-27 01:43:00,#tweetdebate Sen O: Al Quaeda stronger now than since '01. Lesson: we have to use military WISELY and we didn't do that in Iraq.
217,614,2008-09-27 01:43:00,"macain -1 on where he stands on the $700B bailout, he didn't tell us HOW #tweetdebate"
218,1000,2008-09-27 01:43:00,"@current It's either some ""epic battle against the terrorists"" or ""hey, look, it's broken ya'll"".  #current"
219,370,2008-09-27 01:43:00,-1 Obama initially off topic answering question on lessons of war  #tweetdebate
220,302,2008-09-27 01:44:00,McCain -3 personal attack (what? without evidence huh? what hearing #tweetdebate
221,910,2008-09-27 01:44:00,Wow whoever created McCain's talking points was really reaching... #tweetdebate #current #debate08
222,13,2008-09-27 01:44:00,-2 McCain for saying we are winning in Iraq. I don't see anything coming out of the Iraq war. #tweetdebate
223,715,2008-09-27 01:44:00,SURGE....tired of that term.  We're still there; we're still losing people (maybe more due to the surge?) #tweetdebate #debate08 #current
224,1024,2008-09-27 01:45:00,Obama gives strong kudos to Biden ... is McCain going to applaud his selection of the Palin creature? #current #tweetdebate #debate08
225,573,2008-09-27 01:45:00,-1 for obama trying to ignore the fact the fact that mccain has been a lone voice calling for a change in iraq strategy #tweetdebate
226,511,2008-09-27 01:45:00,Mccain -1 for not looking at Obama when Obama is looking at him #tweetdebate
227,352,2008-09-27 01:45:00,@current  It reminds me of some teenagers that totally fucked up their parents' house and now they don't want to admit it.  #current
228,782,2008-09-27 01:46:00,McCain -1 for a false statement about Obama commitee responsibilities #tweetdebate
229,394,2008-09-27 01:46:00,McCain -3 for being a pompous ass. #tweetdebate
230,704,2008-09-27 01:46:00,"oooh, ""I'm afraid Obama doesn't understand the difference between a tactic and a strategy."" - McCain #current #tweetdebate"
231,67,2008-09-27 01:46:00,#tweetdebate #obamashot you were wrong you were wrong you were wrong you were wrong
232,979,2008-09-27 01:46:00,#tweetdebate McPain: Sen O doesn't understand diff between tactic and strategy [they don't teach you those things at Harvard law?!]
233,989,2008-09-27 01:46:00,"-3 Mccain for a backhanded comment (""Obama doesn't understand the tactic and the strategy"") #tweetdebate"
234,365,2008-09-27 01:46:00,"FACT Soldiers are not reenlisting now buddy! And they are not voting for you! #current, #debate08, #tweetdebate"
235,918,2008-09-27 01:47:00,McCain -2 for triggering patriotism all the time #tweetdebate
236,913,2008-09-27 01:47:00,"McCain: ""selecting Palin to win the election is a tactic, dying and making her President is a strategy."" # Current #debate08 #tweetdebate"
237,452,2008-09-27 01:47:00,Yes. Let's cut spending for everything EXCEPT our defensive contracts. Are you fucking kidding me? #tweetdebate
238,416,2008-09-27 01:49:00,"@current  Oh, there came the Osama card.  That would have been the perfect time for McCain to ""accidentally"" mess up his name.  #current"
239,121,2008-09-27 01:50:00,Facebook Blunt Jackson McCain -3 for total falsehoods and personal attacks #tweetdebate. http://tinyurl.com/43v3kc
240,58,2008-09-27 01:50:00,"#tweetdebate McPain STILL quibbling over definition of ""strategy"" and ""tactic."""
241,252,2008-09-27 01:50:00,-1 mccain wtf is he talking about in Afghanistan? Ramble on old man #tweetdebate
242,1027,2008-09-27 01:50:00,"I'm afraid Senator McCain doesn't know the difference between ""succeed"" and ""exceeed."" #tweetdebate"
243,298,2008-09-27 01:51:00,"Obama should only interrupt McCain when McCain lies... oh, never mind, that would be more interruptions... # Current #debate08 #tweetdebate"
244,27,2008-09-27 01:51:00,"@current  Oh, that brings up a good question.  How the hell can we afford wars that don't matter when we're broke?  #current"
245,870,2008-09-27 01:51:00,"Why is that Obama calls McCain John all the time, but McCain never refers to Obama by his first name? #tweetdebate"
246,192,2008-09-27 01:52:00,"#current #debate08 #tweetdebate Wow, can't anyone stop Mc's bald lies?"
247,959,2008-09-27 01:52:00,#tweetdebate #obamashot Obama has NOT said change yet. Should i return the tequila bottle?
248,79,2008-09-27 01:52:00,@ceanders And he keeps smiling in a really passive pedophile way
249,1001,2008-09-27 01:52:00,"@current  Do you realize how expensive military weaponry is?  For Christ's sake, can't we just fight our wars with propaganda?  #current"
250,359,2008-09-27 01:53:00,Agreed: Iran should've been the #1 focus. #tweetdebate
251,66,2008-09-27 01:53:00,#tweetdebate Sen O brings up subject of Pakistan. McPain: Won't repeat mistake I regret enormously...washed our hands of region (after USSR)
252,930,2008-09-27 01:54:00,McCain soundbite: You don't say that out loud! #tweetdebate
253,486,2008-09-27 01:54:00,"#tweetdebate It's the economy, stupid."
254,851,2008-09-27 01:54:00,McCain but those freedom fighters were alquaeda -2 #tweetdebate
255,422,2008-09-27 01:54:00,I must disagree with Obama - Iran is bigger threat than Al Qaeda #tweetdebate
256,610,2008-09-27 01:54:00,McCain -2 for mischaracterizing Obama on Pakistan #tweetdebate
257,881,2008-09-27 01:54:00,Maybe McCain will let Paliin handle Pakistan ... she met some world leaders the other day ... she's ready!! #current #tweetdebate #debate08
258,739,2008-09-27 01:54:00,@current  Why do we care about Pakistan?  Because they have nuclear weapons?  Do they have stability?  #current
259,36,2008-09-27 01:55:00,"""You dont say things out loud!?"" Core problem as Republican's #tweetdebate"
260,371,2008-09-27 01:55:00,Yep I agree I think that MCCAIN is twisting facts and making lies up about shit. #tweetdebate
261,247,2008-09-27 01:55:00,McCain -1 for man crush on General Patraeus #tweetdebate
262,954,2008-09-27 01:55:00,McCain is treating him like the man-child he is.  Obama needs to stop being so congenial if he wants to win. #current #tweetdebate #debate08
263,147,2008-09-27 01:55:00,McCain sounds condescending to Obama; Obama sounds angry at times when refuting claims by McCain #tweetdebate
264,987,2008-09-27 01:56:00,"Obama finally called him John, not Tom nor Jim... #tweetdebate"
265,91,2008-09-27 01:56:00,Obama -3 for repeating his Pakistan threads again! #tweetdebate
266,384,2008-09-27 01:56:00,#tweetdebate Isn't this supposed to be a debate on domestic issues??
267,84,2008-09-27 01:56:00,@current TAKE OUT BIN LADIN YOU LIL BASTARDS!!! #current
268,897,2008-09-27 01:56:00,McCain -1 for smug smiles. #tweetdebate
269,414,2008-09-27 01:56:00,Mccain -1 for saying that Obama wanted to attack Pakistan! #tweetdebate
270,242,2008-09-27 01:56:00,McCain -1 for smug smiles. #tweetdebate
271,795,2008-09-27 01:57:00,Obama -1 ok.. you got the leader of N.Korea's name wrong re: pronunciation - need to practice #tweetdebate
272,531,2008-09-27 01:57:00,#tweetdebate  Hating that audience reaction graph at the bottom of CNN.
273,13,2008-09-27 01:57:00,#tweetdebate -2 for Obama for saying McCain is right too much
